month_year,adm0_id,adm0_name,adm1_id,adm1_name,mkt_id,mkt_name,cm_id,cm_name,cur_id,cur_name,pt_id,pt_name,um_id,um_name,mp_month,mp_year,mp_price
9-2011,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,9,2011,7765.0
10-2011,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,10,2011,7779.0
11-2011,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,11,2011,7793.0
12-2011,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,12,2011,7813.0
1-2012,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,1,2012,7864.0
2-2012,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,2,2012,7879.0
3-2012,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,3,2012,7896.0
4-2012,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,4,2012,7913.0
5-2012,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,5,2012,7926.0
6-2012,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,6,2012,7939.0
7-2012,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,7,2012,7990.0
8-2012,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,8,2012,8067.0
9-2012,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,9,2012,8106.0
10-2012,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,10,2012,8112.0
11-2012,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,11,2012,8117.0
12-2012,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,12,2012,8135.0
1-2013,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,1,2013,8145.0
2-2013,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,2,2013,8141.0
3-2013,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,3,2013,8128.0
4-2013,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,4,2013,8179.0
5-2013,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,5,2013,8196.0
6-2013,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,6,2013,8234.0
7-2013,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,7,2013,8308.0
8-2013,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,8,2013,8299.0
9-2013,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,9,2013,8301.0
10-2013,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,10,2013,8411.0
11-2013,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,11,2013,8499.0
12-2013,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,12,2013,8660.0
1-2014,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,1,2014,8843.0
2-2014,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,2,2014,9105.0
3-2014,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,3,2014,9306.0
4-2014,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,4,2014,9385.0
5-2014,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,5,2014,9457.0
6-2014,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,6,2014,9515.0
7-2014,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,7,2014,9578.0
8-2014,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,8,2014,9584.0
9-2014,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,9,2014,9620.0
10-2014,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,10,2014,9627.0
11-2014,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,11,2014,9639.0
12-2014,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,12,2014,9670.0
1-2015,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,1,2015,9689.0
2-2015,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,2,2015,9694.0
3-2015,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,3,2015,9728.0
4-2015,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,4,2015,9752.0
5-2015,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,5,2015,9770.0
6-2015,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,6,2015,9809.0
7-2015,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,7,2015,9831.0
8-2015,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,8,2015,9896.0
9-2015,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,9,2015,9865.0
10-2015,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,10,2015,9870.0
11-2015,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,11,2015,9893.0
12-2015,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,12,2015,9882.0
1-2016,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,1,2016,9889.0
2-2016,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,2,2016,9895.0
3-2016,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,3,2016,9888.0
4-2016,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,4,2016,9871.0
5-2016,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,5,2016,9889.0
6-2016,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,6,2016,9898.0
7-2016,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,7,2016,9925.0
8-2016,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,8,2016,9946.0
9-2016,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,9,2016,9962.0
10-2016,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,10,2016,9969.0
11-2016,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,11,2016,9956.0
12-2016,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,12,2016,9966.0
1-2017,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,1,2017,9971.0
2-2017,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,2,2017,9941.0
3-2017,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,3,2017,9968.0
4-2017,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,4,2017,9965.0
5-2017,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,5,2017,9939.0
6-2017,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,6,2017,9952.0
8-2017,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,8,2017,10047.0
9-2017,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,9,2017,10084.0
10-2017,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,10,2017,10094.0
11-2017,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,11,2017,10081.0
12-2017,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,12,2017,10077.0
1-2018,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,1,2018,10130.0
2-2018,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,2,2018,10110.0
3-2018,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,3,2018,10122.0
4-2018,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,4,2018,10098.0
5-2018,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,5,2018,10085.0
6-2018,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,6,2018,10123.0
7-2018,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,7,2018,10147.0
8-2018,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,8,2018,10179.0
9-2018,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,9,2018,10181.0
10-2018,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,10,2018,10182.0
11-2018,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,11,2018,10212.0
12-2018,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,12,2018,10248.0
1-2019,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,1,2019,10297.0
2-2019,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,2,2019,10372.0
3-2019,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,3,2019,10484.0
4-2019,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,4,2019,10492.0
5-2019,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,5,2019,10505.0
6-2019,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,6,2019,10503.0
7-2019,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,7,2019,10492.0
8-2019,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,8,2019,10500.0
9-2019,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,9,2019,10507.0
10-2019,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,10,2019,10549.0
11-2019,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,11,2019,10567.0
12-2019,116.0,Indonesia,0,,974,National Average,95,Milk (condensed) - Retail,0.0,IDR,15,Retail,19,385 G,12,2019,10623.0
1-2007,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,1,2007,8178.859
2-2007,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,2,2007,8405.0
3-2007,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,3,2007,8513.0
4-2007,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,4,2007,8788.0
5-2007,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,5,2007,9319.0
6-2007,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,6,2007,9853.0
7-2007,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,7,2007,10018.0
8-2007,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,8,2007,10453.0
9-2007,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,9,2007,10608.0
10-2007,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,10,2007,10669.0
11-2007,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,11,2007,10768.0
12-2007,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,12,2007,10953.0
1-2008,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,1,2008,11381.0
2-2008,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,2,2008,11954.0
3-2008,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,3,2008,12914.0
4-2008,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,4,2008,12809.0
5-2008,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,5,2008,12944.0
6-2008,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,6,2008,13045.0
7-2008,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,7,2008,12973.0
8-2008,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,8,2008,12799.0
9-2008,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,9,2008,12527.0
10-2008,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,10,2008,12143.0
11-2008,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,11,2008,11697.0
12-2008,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,12,2008,11598.0
1-2009,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,1,2009,11614.0
2-2009,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,2,2009,11567.0
3-2009,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,3,2009,11576.0
4-2009,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,4,2009,11636.0
5-2009,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,5,2009,11766.0731
6-2009,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,6,2009,11646.2871
7-2009,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,7,2009,11413.2074
8-2009,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,8,2009,11423.4793
9-2009,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,9,2009,11409.0
10-2009,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,10,2009,11264.0
11-2009,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,11,2009,11147.0
12-2009,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,12,2009,11195.0
1-2010,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,1,2010,11368.0
2-2010,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,2,2010,11315.0
3-2010,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,3,2010,11341.0
4-2010,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,4,2010,11249.0
5-2010,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,5,2010,11260.0
6-2010,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,6,2010,11247.0
7-2010,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,7,2010,11195.0
8-2010,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,8,2010,11325.0
9-2010,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,9,2010,11376.0
10-2010,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,10,2010,11453.0
11-2010,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,11,2010,11832.0
12-2010,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,12,2010,12302.0
1-2011,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,1,2011,12764.0
2-2011,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,2,2011,13013.0
3-2011,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,3,2011,13025.0
4-2011,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,4,2011,12884.0
5-2011,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,5,2011,12918.0
6-2011,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,6,2011,12947.0
7-2011,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,7,2011,12898.0
8-2011,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,8,2011,12932.0
9-2011,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,9,2011,12989.0
10-2011,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,10,2011,12863.0
11-2011,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,11,2011,12841.0
12-2011,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,12,2011,12833.0
1-2012,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,1,2012,13141.0
2-2012,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,2,2012,13142.0
3-2012,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,3,2012,13211.0
4-2012,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,4,2012,13371.0
5-2012,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,5,2012,13250.0
6-2012,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,6,2012,13091.0
7-2012,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,7,2012,13166.0
8-2012,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,8,2012,13249.0
9-2012,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,9,2012,13229.0
10-2012,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,10,2012,13020.0
11-2012,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,11,2012,12853.0
12-2012,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,12,2012,12711.0
1-2013,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,1,2013,12664.0
2-2013,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,2,2013,12607.0
3-2013,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,3,2013,12554.0
4-2013,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,4,2013,12531.0
5-2013,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,5,2013,12441.0
6-2013,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,6,2013,12461.0
7-2013,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,7,2013,12502.0
8-2013,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,8,2013,12464.0
9-2013,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,9,2013,12651.0
10-2013,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,10,2013,12684.0
11-2013,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,11,2013,12807.0
12-2013,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,12,2013,12958.0
1-2014,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,1,2014,13077.0
2-2014,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,2,2014,13188.0
3-2014,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,3,2014,13468.0
4-2014,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,4,2014,13735.0
5-2014,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,5,2014,13817.0
6-2014,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,6,2014,13853.0
7-2014,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,7,2014,13925.0
8-2014,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,8,2014,13947.0
9-2014,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,9,2014,13915.0
10-2014,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,10,2014,13879.0
11-2014,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,11,2014,13911.0
12-2014,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,12,2014,13950.0
1-2015,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,1,2015,13919.0
2-2015,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,2,2015,13895.0
3-2015,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,3,2015,13910.0
4-2015,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,4,2015,13820.0
5-2015,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,5,2015,13743.0
6-2015,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,6,2015,13824.0
7-2015,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,7,2015,13838.0
8-2015,116.0,Indonesia,0,,974,National Average,96,Oil (vegetable) - Retail,0.0,IDR,15,Retail,15,L,8,2015,13790.0
